pIC50,num_atoms,logP,Mol,molecular_weight,polar_surface_area,h_bond_donors,h_bond_acceptors,rotatable_bonds,ring_count,aromatic_rings,logS,electrostatic_potential,shape_index,surface_area,unified_smiles,Cluster
0.1,28,1.0183,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d070>,393.22637109199997,141.75,5,5,10,1,1,-1.0183000000000009,-2.0679935183662645,672.9236610142319,165.05324158980164,CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(C(=O)O)C(C)C,2
0.13,21,0.8775,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d0e0>,294.157957184,112.65000000000002,4,4,7,1,1,-0.8774999999999995,-1.6679245717009472,484.95191399679527,123.51714673416679,CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,1
0.06,31,1.2569,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d150>,442.31552044399996,150.62,5,5,13,0,0,-1.2569000000000037,-2.0776137408912416,619.0225177212347,185.83283483036624,CC(C)CC(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(N)C(C)C)C(C)C)C(=O)O,2
0.19,30,0.717,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d2a0>,426.28422031599996,141.82999999999998,4,5,10,1,0,-0.7170000000000039,-1.8998864793489731,634.8862617491197,178.67203304903578,CC(C)CC(NC(=O)C(NC(=O)C1CCCN1C(=O)C(N)C(C)C)C(C)C)C(=O)O,2
0.44,16,0.3539,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d310>,228.1473925,78.43,3,3,5,1,0,-0.3538999999999999,-1.1334518569438474,259.95528980965355,95.59984333776605,CC(C)CC(NC(=O)C1CCCN1)C(=O)O,0
0.27,38,0.5697,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d380>,533.321334096,179.72,6,6,15,1,1,-0.5697000000000056,-2.512208261445083,950.5363855897446,224.23637120568546,CC(C)CC(NC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)C(C)C)C(C)C)C(=O)O,2
0.0,16,4.1023,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d3f0>,226.193280072,26.3,0,2,9,0,0,-4.102300000000004,-0.8317912554539524,206.78088106981613,100.06896281235184,C=C(C)C(=O)OCCCCCCCC(C)C,0
0.0,18,2.9328,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d460>,247.17969567199998,66.49000000000001,2,4,7,2,2,-2.9328000000000003,-1.0263776602235686,436.99665004874214,107.8050256683313,CC(C)CCCCCNc1[nH]cnc2ncnc1-2,1
0.0,17,2.5427,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d4d0>,233.16404560799998,66.49000000000001,2,4,6,2,2,-2.5427,-0.9730716930607227,422.90182811069405,101.44008355393468,CC(C)CCCCNc1[nH]cnc2ncnc1-2,1
0.01,16,2.1526,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d540>,219.14839554399998,66.49000000000001,2,4,5,2,2,-2.1525999999999996,-0.9197649262651795,408.84258763346975,95.07514143953809,CC(C)CCCNc1[nH]cnc2ncnc1-2,0
0.52,25,0.2859,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d5b0>,351.19065427999993,125.55000000000001,4,9,7,3,2,-0.28589999999999965,-1.7887978317313549,706.8899450687348,145.24578427621773,CC(C)CCCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,2
0.02,15,1.8109,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d620>,205.13274547999998,66.49000000000001,2,4,4,2,2,-1.8108999999999997,-0.8651996660386148,434.0602978521777,88.35574477067709,CC(C)CCNc1ncnc2nc[nH]c12,0
0.92,15,0.0378,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d700>,215.126991404,72.88000000000001,2,3,2,1,0,-0.03780000000000017,-0.981227705168374,267.32818403364735,88.8397642657715,CC(C)CNC(=O)N1C(=O)N(C)CC1O,0
0.01,24,1.9739,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d770>,388.05852011999997,106.32999999999998,2,6,7,2,2,-1.9739,-1.1436617657627473,898.4507392560309,146.2294983227779,CC(C)CNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,1
0.01,24,1.9739,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d7e0>,388.05852011999997,106.32999999999998,2,6,7,2,2,-1.9739000000000002,-1.1436116136595946,915.7007392560308,146.2294983227779,CC(C)CNCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,1
0.05,23,1.26288,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d850>,338.152494944,119.27000000000001,3,6,6,1,1,-1.2628799999999996,-1.2156803698693013,691.4641971095327,136.633794740581,CC(C)CNc1ccncc1S(=O)(=O)NC(=NC#N)NC(C)C,1
0.04,14,1.3724,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d8c0>,191.11709541599998,66.49000000000001,2,4,3,2,2,-1.3723999999999998,-0.811620891829733,380.8139918719253,82.34525721074489,CC(C)CNc1[nH]cnc2ncnc1-2,0
0.52,19,0.2842,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5d9a0>,268.1535405,77.20000000000002,0,6,3,1,1,-0.28419999999999956,-0.6460857596540716,597.9725509142397,111.03916903543127,CC(=O)N(c1nc(=O)n(C(C)C)c(=O)n1C)C(C)C,0
0.15,14,0.8187,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5da10>,199.168462292,50.849999999999994,1,4,4,1,0,-0.8187000000000001,-0.9927706700092531,205.41265043639197,86.12649098645288,CC(C)N(CC1CN=C(N)O1)C(C)C,0
0.0,20,3.4178,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5da80>,296.16554110000004,46.33,1,2,7,1,1,-3.4178000000000024,-1.1470067453543664,437.85794216891,126.64533695760457,CC(C)N(CCC(C(N)=O)c1ccccc1Cl)C(C)C,1
0.0,24,2.52992,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5db60>,348.1256115,100.19,3,5,5,2,2,-2.5299200000000006,-1.2912653517553787,834.7210969025326,141.1047404217735,Cc1ccccc1Nc1ccncc1S(=O)(=O)NC(=O)NC(C)C,1
0.0,24,2.7775,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5dbd0>,370.149718072,83.12,3,5,5,2,1,-2.7775000000000007,-1.3253375052889844,653.7961861504416,149.42872589572102,CC(C)NC(=S)NS(=O)(=O)c1cnccc1NC1CCCCCC1,1
0.0,25,3.1676,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5dc40>,384.165368136,83.12,3,5,5,2,1,-3.167600000000001,-1.3786434780769221,668.980349514079,155.7936680101176,CC(C)NC(=S)NS(=O)(=O)c1cnccc1NC1CCCCCCC1,1
0.08,15,1.0789,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5dcb0>,209.141578848,52.489999999999995,3,3,5,1,1,-1.0788999999999997,-1.2851001410451937,274.2104251940393,90.75938549387669,CC(C)NC(CO)C(O)c1ccccc1,0
0.17,22,0.76928,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5dd20>,322.121194816,119.27,3,6,5,2,1,-0.7692799999999996,-1.1136891037684171,703.4856542158193,129.26302147265514,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NC1CC1,1
0.03,24,1.54948,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5dd90>,350.152494944,119.27,3,6,5,2,1,-1.5494799999999995,-1.2203010323828678,732.5763261236098,141.99290570144836,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NC1CCCC1,1
0.01,25,1.93958,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5de00>,364.168145008,119.27,3,6,5,2,1,-1.9395799999999994,-1.2736070013482075,748.1335998407023,148.357847815845,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NC1CCCCC1,1
0.0,26,2.32968,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5de70>,378.183795072,119.27,3,6,5,2,1,-2.3296799999999998,-1.3269129740523398,761.7029333032758,154.7227899302416,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NC1CCCCCC1,1
0.0,27,2.71978,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5dee0>,392.199445136,119.27,3,6,5,2,1,-2.71978,-1.3802189468402775,777.2867412536657,161.08773204463822,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NC1CCCCCCC1,1
0.0,31,4.28018,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5df50>,448.262045392,119.27,3,6,5,2,1,-4.280180000000003,-1.5934428379967285,835.8022532136093,186.54750050222464,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NC1CCCCCCCCCCC1,1
0.02,26,1.80708,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5dfc0>,372.13684488,119.27,3,6,6,2,2,-1.8070799999999994,-1.3661452007647255,904.3503854950565,152.59606260345515,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NCc1ccccc1,1
0.01,26,2.247,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e030>,372.13684488,119.27000000000001,3,6,5,2,2,-2.247,-1.2899436222686709,930.4706156369028,152.59606260345518,Cc1ccc(Nc2ccncc2S(=O)(=O)NC(=NC#N)NC(C)C)cc1,1
0.0,30,3.61078,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e0a0>,460.069607092,119.27,3,6,5,2,2,-3.610780000000001,-1.1454493271868034,1097.4028378195085,175.3959350391156,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1Nc1ccc(Cl)c(C(F)(F)F)c1,2
0.0,26,2.59198,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e110>,392.08222246400004,119.27,3,6,5,2,2,-2.5919800000000004,-1.2087178457134786,935.9574839381588,156.53438671594026,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1Nc1ccc(Cl)cc1,1
0.0,26,2.70108,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e180>,436.0317068840001,119.27,3,6,5,2,2,-2.70108,-1.2078234571517932,953.2074839381589,160.09866809469995,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1Nc1cccc(Br)c1,1
0.01,26,2.247,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e1f0>,372.13684488000007,119.27000000000001,3,6,5,2,2,-2.247,-1.2898648900946348,947.7206156369027,152.5960626034552,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=NC#N)NC(C)C)c1,1
0.0,26,2.59198,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e260>,392.08222246400004,119.27,3,6,5,2,2,-2.5919800000000004,-1.2086010804177076,953.2074839381589,156.53438671594026,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1Nc1cccc(Cl)c1,1
0.01,26,2.07768,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e2d0>,376.11177300400004,119.27,3,6,5,2,2,-2.0776799999999995,-1.2117005104328185,953.2074839381589,150.3966558919848,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1Nc1cccc(F)c1,1
0.0,26,2.54318,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e340>,484.01784278400004,119.27,3,6,5,2,2,-2.5431800000000004,-1.2076721601578633,953.2074839381589,165.49295861010222,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1Nc1cccc(I)c1,1
0.0,29,2.95738,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e3b0>,426.10857944400004,119.27,3,6,5,2,2,-2.9573800000000006,-1.2066658787208087,1045.6191364731471,165.0926688122339,CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1,1
0.01,26,2.247,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e420>,372.13684488000007,119.27000000000001,3,6,5,2,2,-2.247,-1.2877075809948886,947.7206156369027,152.59606260345518,Cc1ccccc1Nc1ccncc1S(=O)(=O)NC(=NC#N)NC(C)C,1
0.17,19,0.7709,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e490>,264.1473925,61.8,2,4,5,2,1,-0.7708999999999996,-1.2044382643788838,448.0721466156209,112.72410581669868,CC(C)NCC(O)CN1C(=O)COc2ccccc21,0
0.1,18,0.9926,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e500>,252.1473925,70.59,3,4,8,1,1,-0.9925999999999993,-1.39121366074606,351.75891861719805,107.15502336923599,CC(C)NCC(O)COc1ccc(NC=O)cc1,0
0.0,23,2.9378,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e570>,317.21032710400004,70.16999999999999,3,4,8,2,2,-2.9378,-1.5184097190272452,590.5690957182107,137.65942592240216,CC(C)NCC(O)COc1ccc(-c2nc(C(C)C)c[nH]2)cc1,1
0.0,25,3.5429,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e5e0>,357.1510979760001,70.16999999999999,3,5,8,3,3,-3.5429000000000013,-1.541289590310568,766.3353334410504,151.26205705568788,CC(C)NCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,1
0.02,20,1.8144,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e650>,275.163376912,70.16999999999999,3,4,7,2,2,-1.8143999999999993,-1.4251937057641186,494.3469945731082,118.56459957921237,CC(C)NCC(O)COc1ccc(-c2ncc[nH]2)cc1,1
0.0,22,2.5007,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e6c0>,367.08953904400005,70.16999999999999,3,4,8,2,2,-2.5007,-1.419154986302612,569.0248248448385,138.79708929925033,CC(C)NCC(O)COc1ccc(Cc2nc(Br)c[nH]2)cc1,1
0.02,23,1.7263,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e730>,374.04287005599997,106.32999999999998,2,6,6,2,2,-1.7263000000000002,-1.0802014342642812,899.608527642815,139.86455620838134,CC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,1
0.45,16,0.3432,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e7a0>,226.142975816,68.92,1,6,3,1,1,-0.3431999999999997,-0.7094113270330317,484.57288859287814,93.93779121999897,CC(C)Nc1nc(=O)n(C(C)C)c(=O)n1C,0
0.08,13,1.1248,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e880>,177.10144535199998,66.49000000000001,2,4,2,2,2,-1.1247999999999998,-0.7443520548438617,366.832123222196,75.98031509634828,CC(C)Nc1[nH]cnc2ncnc1-2,0
0.0,24,3.76142,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e960>,344.10823012,60.44,0,4,5,2,2,-3.761420000000003,-0.9482101600915182,832.6953431541469,142.25395480549025,Cc1ccc(S(=O)(=O)C(=Cc2ccccc2)C(=O)OC(C)C)cc1,1
0.0,24,4.1064,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5e9d0>,364.05360770400006,60.440000000000005,0,4,5,2,2,-4.106400000000003,-0.8669839396459117,838.3473158836139,146.1922789179753,CC(C)OC(=O)C(=Cc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,1
0.0,26,3.3612,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5ea40>,375.07765826400004,103.58000000000001,0,6,6,2,2,-3.361200000000003,-0.8787943791769876,931.4064287329143,150.54198841359343,CC(C)OC(=O)C(=Cc1ccccc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,1
0.0,22,3.42322,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5eab0>,324.139530248,60.44,0,4,4,2,1,-3.4232200000000024,-0.8466671398140984,623.1277134418985,132.34040093566767,Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CCCCC2)cc1,1
0.0,22,3.7682,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5eb20>,344.084907832,60.440000000000005,0,4,4,2,1,-3.768200000000003,-0.7654409104680459,628.6145817431544,136.27872504815275,CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCCCC1,1
0.01,26,2.0304,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5eb90>,387.098787632,129.88000000000002,0,8,8,1,1,-2.0303999999999998,-0.8773445091428514,767.9444114015362,150.9093330268507,CC(C)OC(=O)CC(C(=O)OC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,1
0.0,23,6.1615,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5ec00>,412.0738172359999,71.06,0,6,10,0,0,-6.1615000000000055,-0.8576991137181282,397.38109716256605,149.1051506050754,CC(C)OP(=O)(OC(C)C)C(Cl)(Cl)P(=O)(OC(C)C)OC(C)C,1
0.01,13,1.987,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5ec70>,200.050715244,50.44,1,4,3,1,1,-1.9870000000000003,-0.7509263959533994,329.8768534668734,80.77485427869748,CC(C)SCc1cc(=O)c(O)co1,0
0.0,13,5.07862,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5ece0>,235.992633392,0.0,0,0,1,1,1,-5.078620000000003,-0.3248913368787809,329.432010028817,93.8009702577284,Cc1cc(Cl)c(C(C)C)c(Cl)c1Cl,0
0.0,9,3.66249,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5ed50>,175.978813256,0.0,0,3,1,1,1,-3.662490000000002,-0.24346434814121423,230.45105369614797,67.5561197254989,CC(C)c1cc(=S)ss1,0
0.0,29,6.3431,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5edc0>,391.25112929600004,46.17,1,2,7,3,2,-6.343100000000006,-1.3309170882716175,835.2819945771353,174.46476215727986,CC(C)c1cccc(C(C)C)c1NC(=O)CC(=O)C1(c2ccccc2)CCCC1,1
0.0,24,5.1449,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5ee30>,323.18852904000005,46.17,1,2,6,2,2,-5.144900000000004,-1.1136738895271503,691.6235330581773,143.64588273882603,CC(C)c1cccc(C(C)C)c1NC(=O)CC(=O)c1ccccc1,1
0.01,12,1.8758,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5eea0>,164.083729624,37.3,1,2,1,1,1,-1.8758000000000001,-0.7279971863604757,328.9199105423435,71.49247287485878,CC(C)c1cccc(=O)c(O)c1,0
0.27,13,0.5701,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5ef10>,194.05388604,104.74000000000001,0,6,6,0,0,-0.5700999999999998,-0.3322886700281235,175.4636326137784,73.64013838838528,CC(CC(C)O[N+](=O)[O-])O[N+](=O)[O-],0
0.11,14,0.9602,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5ef80>,208.069536104,104.74000000000001,0,6,7,0,0,-0.9601999999999999,-0.3856990136417509,186.49841012019368,80.0050805027819,CC(CCC(C)O[N+](=O)[O-])O[N+](=O)[O-],0
0.11,14,0.9618,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5eff0>,208.069536104,104.74000000000001,0,6,8,0,0,-0.9618,-0.41483994071357266,196.76075065686052,80.0050805027819,CC(CCCCO[N+](=O)[O-])O[N+](=O)[O-],0
0.27,13,0.5717,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f060>,194.05388604,104.74000000000001,0,6,7,0,0,-0.5716999999999999,-0.3615356214211837,183.86342465256496,73.64013838838528,CC(CCCO[N+](=O)[O-])O[N+](=O)[O-],0
0.66,12,0.1816,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f0d0>,180.038235976,104.74000000000001,0,6,6,0,0,-0.18159999999999987,-0.30820627275486023,170.93102051518318,67.27519627398868,CC(CCO[N+](=O)[O-])O[N+](=O)[O-],0
0.2,16,0.7034,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f140>,219.112010036,86.72000000000001,3,5,4,2,2,-0.7033999999999998,-1.1243382069110195,504.63362746233196,92.46037549068885,CC(=CCNc1ncnc2[nH]cnc12)CO,0
0.16,16,0.7833,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f1b0>,221.12766009999999,86.72,3,5,5,2,2,-0.7832999999999999,-1.1217361695812782,455.1610443090145,93.1499785228731,CC(CO)CCNc1ncnc2nc[nH]c12,0
0.45,15,0.3448,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f220>,207.112010036,86.72,3,5,4,2,2,-0.3447999999999999,-1.0681220790905097,401.50502012669193,87.13949096294088,CC(CO)CNc1[nH]cnc2ncnc1-2,0
0.0,26,4.0847,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f370>,354.210741704,23.550000000000004,0,2,6,3,2,-4.084700000000003,-1.2830440898580184,681.80313992186,154.9788121593746,CC(F)C(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1
0.24,20,0.627,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f3e0>,275.126991404,108.21,4,3,5,2,2,-0.6269999999999998,-1.4645397962453228,633.3807660830101,115.51891159153045,CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,1
0.01,20,1.9139,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f450>,273.147726848,45.14,0,3,2,3,1,-1.9139,-1.0035439798610057,509.10972789061253,118.3942769978255,CC(c1ccccc1)N1CC(N2CCOCC2)=NC1=O,0
0.04,31,1.3545,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f4c0>,422.19540531199993,137.30999999999997,5,4,9,3,3,-1.3545000000000007,-2.0730595521817374,1063.6384242110062,179.38221642443602,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,2
0.24,20,0.627,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f530>,275.126991404,108.21,4,3,5,2,2,-0.6269999999999993,-1.4651181934369444,635.3807660830101,115.51891159153045,CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,1
0.0,22,2.8907,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f5a0>,302.199428072,53.849999999999994,2,4,9,3,1,-2.8907000000000007,-1.3730151212371426,481.0684369352957,132.10604833584688,CC(NCC(O)CON=C(C1CC1)C1CC1)c1ccccc1,1
0.0,18,2.4776,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f610>,239.11709541599998,66.49000000000001,2,4,3,3,3,-2.4776000000000007,-0.9880533391209847,603.9196502492706,104.67246718801573,CC(Nc1[nH]cnc2ncnc1-2)c1ccccc1,1
0.0,14,2.6501,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f680>,190.099379688,37.3,1,2,3,1,1,-2.6501,-0.8658943041757577,345.8442955973681,83.88720862593215,CC(=O)C(Cc1ccccc1)=C(C)O,0
0.0,28,5.0681,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f6f0>,425.065759384,129.22,3,7,7,2,2,-5.068100000000003,-1.2205679212325609,934.0040258726752,170.07497413775212,CC(=O)Nc1cc(NCC(C)O)c(Cl)cc1N=Nc1ccc([N+](=O)[O-])cc1Cl,2
0.0,15,3.9112,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f760>,236.044190384,28.68,1,3,4,2,2,-3.911200000000002,-0.7700055307329065,386.234877971367,97.29337209339519,CC(SSc1ncc[nH]1)c1ccccc1,0
0.0,13,4.22489,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f7d0>,228.010113384,0.0,0,3,0,4,1,-4.224890000000003,-0.32969861776851833,410.0495032626299,91.00422587602688,CC1(C)C2Cc3ssc(=S)c3C1C2,0
0.0,14,4.71399,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f840>,242.025763448,0.0,0,3,0,3,1,-4.713990000000003,-0.3597009501012992,451.34285521905264,97.36916799042348,CC12CCC(c3c1ssc3=S)C2(C)C,0
0.02,10,1.776,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f8b0>,141.1153641,26.07,0,1,0,1,0,-1.7759999999999998,-0.5314056221521365,179.69661270558154,62.141580899206005,CC1(C)C=[N+]([O-])C(C)(C)C1,0
0.01,12,2.0724,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f920>,181.0714486,26.07,0,1,0,1,0,-2.0724,-0.3261906380248323,229.2962125364965,68.27324499358812,CC1(C)CCC(C(F)(F)F)=[N+]1[O-],0
0.0,16,2.8852,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5f990>,224.177630008,29.46,1,2,0,3,0,-2.8852000000000015,-0.8472719529584097,307.85720233517986,98.37378403610067,CC1(C)OC23CC1CCC2CCCC3(C)O,0
0.01,20,2.1137,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fa00>,279.12190602400005,92.68,1,5,2,2,1,-2.1137,-0.8743603631278343,590.1387612401958,115.99481463525059,CC1(C)N(O)C(c2ccc([N+](=O)[O-])cc2)=[N+]([O-])C1(C)C,1
0.0,21,5.1139,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fa70>,288.245315644,20.23,1,1,2,3,0,-5.113900000000005,-1.218990961110204,464.4588728849873,130.07068542860492,C=CC1(C)C=C2CCC3C(C)(CO)CCCC3(C)C2CC1,1
0.04,17,1.4345,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fae0>,253.040878832,90.12,3,5,2,2,1,-1.4344999999999997,-1.2439615162378785,514.1929368431553,101.81293840580796,CC1(C(=O)O)CSC(c2cc(O)ccc2O)=N1,0
0.04,17,1.4345,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fb50>,253.040878832,90.12,3,5,2,2,1,-1.4344999999999999,-1.2438874303226883,514.1929368431553,101.81293840580796,CC1(C(=O)O)CSC(c2ccc(O)cc2O)=N1,0
0.0,17,5.793,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fbc0>,375.868044112,0.0,0,0,2,2,0,-5.793000000000002,-0.38017993688765434,339.54611477563685,136.13493133851225,CC12CC(Cl)(Cl)C(CC1(Cl)Cl)C2(CCl)C(Cl)Cl,1
0.01,14,2.21096,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fc30>,187.110947416,59.61,1,3,0,1,0,-2.21096,-0.4890132016826723,372.79404797166177,84.33865650044335,CC1=C(C#N)C(C)(C)C(C#N)=C(C)N1,0
0.0,31,3.8073,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fca0>,442.1407828960001,99.15,1,6,7,3,1,-3.8073000000000023,-1.1779989741367054,969.0921678304883,184.71223560172467,CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)N1CCCNC(=O)N(CCCl)N=O,1
0.0,10,3.229,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fd10>,134.109550448,0.0,0,0,0,1,0,-3.229000000000002,-0.5662962343942773,182.21499122004107,62.94908980731703,C=C1C=CCC(C)=CCC1,0
0.0,16,3.9042,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fd80>,218.167065324,17.07,0,1,1,2,0,-3.904200000000003,-0.7092305993776647,363.63124116971875,98.61909435799883,C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,0
0.0,23,2.6112,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fdf0>,308.16371126,59.28,1,4,2,4,2,-2.611200000000001,-0.9774630902046463,772.8193154736987,134.97693672637504,CC1CC(=O)NN=C1c1ccc(-n2cnc3c2CCCC3)cc1,1
0.11,18,0.9605,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fe60>,255.158291532,72.88000000000001,2,3,1,2,0,-0.9604999999999999,-1.0867598457775773,339.45933689063867,106.92875945543211,CC1CCC(NC(=O)N2C(=O)N(C)CC2O)CC1,0
0.0,16,3.92,<rdkit.Chem.rdchem.Mol object at 0x7b8054e5fed0>,222.198365452,20.23,1,1,1,2,0,-3.9200000000000026,-0.9230097450253476,297.0470373055316,99.94140904233535,CC1=CCCC(C)C12CCC(C(C)(C)O)C2,0
